IssuerDesc,SecurityCode,SecurityDesc,HoldingDirection,CustodianCode,CurrencyCode,Quantity,PriceLocal,PriceBook,UnderlierPriceBook,MktValLocal,MktValBook,AvgCostLocal,AvgCostBook,CostLocal,CostBook,DtdPnlTotal,MtdPnlTotal,YtdPnlTotal,NetExposure,BbergCode,BloombergMarketSectorCode,Cusip,Sedol,Isin,AccrualStartDate,FrequencyCode,Coupon,IssuedDate,Maturity,Strike,ContractSize,ExcerciseType,PutCall,Expiration,ExchangeCode,SecurityTypeCode,SectorDesc,GeographyRegionDesc,GicsSectorDesc
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,MSCO,USD,-20300.13012,159.68,159.68,0,-3241524.778,-3241524.778,154.0573,0,-12430884,-12430884,-7643.323293,-108495.2765,-162851.1265,-3241524.778,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,MSCO,USD,-10460.51435,159.68,159.68,0,-1670334.931,-1670334.931,154.0573,0,-12430884,-12430884,-4001.779901,-49173.92833,-81774.01764,-1670334.931,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,MSCO,USD,-7885.929534,159.68,159.68,0,-1259225.228,-1259225.228,154.0573,0,-12430884,-12430884,-2989.771254,-70614.32362,-113471.9687,-1259225.228,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,MSCO,USD,-6294.017574,159.68,159.68,0,-1005028.726,-1005028.726,154.0573,0,-12430884,-12430884,-2392.127018,-29259.63107,-87680.09296,-1005028.726,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-5376.570294,159.68,159.68,0,-858530.7445,-858530.7445,157.7092,0,-7436308,-7436308,-2386.232036,-26531.18479,-56600.12523,-858530.7445,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-7521.391231,159.68,159.68,0,-1201015.752,-1201015.752,159.1404,0,-21150246,-21150246,-3825.296991,-4225.713263,-13442.3801,-1201015.752,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,MSCO,USD,-7065.937783,159.68,159.68,0,-1128288.945,-1128288.945,154.0573,0,-12430884,-12430884,-3272.255027,-45950.10045,-56460.56365,-1128288.945,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-10656.33587,159.68,159.68,0,-1701603.712,-1701603.712,156.4838,0,-19042677,-19042677,-4934.984843,-59984.70872,-75404.67113,-1701603.712,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-2727.96018,159.68,159.68,0,-435600.6815,-435600.6815,158.6983,0,-4943770,-4943770,-1263.32055,8977.294003,-10030.78379,-435600.6815,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-30615.23474,159.68,159.68,0,-4888640.683,-4888640.683,156.4838,0,-19042677,-19042677,-11527.12433,-141638.1094,-452030.6007,-4888640.683,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,L,PERS,USD,3238.994333,159.68,159.68,0,517202.6151,517202.6151,156.4838,0,-19042677,-19042677,1206.379785,15555.31832,171522.229,517202.6151,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-15775.81354,159.68,159.68,0,-2519081.905,-2519081.905,156.4838,0,-19042677,-19042677,-6035.203808,-61857.10396,-258737.0064,-2519081.905,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-9492.195961,159.68,159.68,0,-1515713.851,-1515713.851,156.4838,0,-19042677,-19042677,-3607.638232,-31075.97812,-389404.4599,-1515713.851,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-5720.225609,159.68,159.68,0,-913405.6252,-913405.6252,157.7092,0,-7436308,-7436308,-2169.664162,-43359.27545,-330260.4072,-913405.6252,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-9319.192148,159.68,159.68,0,-1488088.602,-1488088.602,159.1404,0,-21150246,-21150246,-3529.957773,-7417.527519,-51056.58901,-1488088.602,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-3044.52181,159.68,159.68,0,-486149.2426,-486149.2426,158.6983,0,-4943770,-4943770,-1154.261415,11711.17512,-100372.9166,-486149.2426,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-14878.52752,159.68,159.68,0,-2375803.274,-2375803.274,159.1404,0,-21150246,-21150246,-5470.121791,-48382.1843,-77884.96335,-2375803.274,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-4814.789024,159.68,159.68,0,-768825.5114,-768825.5114,158.6983,0,-4943770,-4943770,-1786.557803,-8089.903429,-105459.0798,-768825.5114,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-11893.00616,159.68,159.68,0,-1899075.224,-1899075.224,156.4838,0,-19042677,-19042677,-4508.963371,-92844.19662,-266153.1117,-1899075.224,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,PERS,USD,-18808.32289,159.68,159.68,0,-3003312.998,-3003312.998,156.4838,0,-19042677,-19042677,-6978.942707,-104107.2005,-267038.6727,-3003312.998,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-9003.70746,159.68,159.68,0,-1437712.007,-1437712.007,157.7092,0,-7436308,-7436308,-3356.22848,-52650.72779,-330659.3659,-1437712.007,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-14702.69135,159.68,159.68,0,-2347725.754,-2347725.754,157.7092,0,-7436308,-7436308,-5545.693186,-60705.01404,-509413.6808,-2347725.754,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-4567.992788,159.68,159.68,0,-729417.0884,-729417.0884,157.7092,0,-7436308,-7436308,-1736.071217,-5505.566591,-525232.3575,-729417.0884,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,JPM,USD,-7602.955345,159.68,159.68,0,-1214039.909,-1214039.909,157.7092,0,-7436308,-7436308,-2904.774795,-20878.58501,-298855.1405,-1214039.909,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-12311.54464,159.68,159.68,0,-1965907.449,-1965907.449,159.1404,0,-21150246,-21150246,-4722.503303,-2771.984293,-121940.4794,-1965907.449,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-7837.272636,159.68,159.68,0,-1251455.695,-1251455.695,158.6983,0,-4943770,-4943770,-2950.858861,22892.0697,-252684.3121,-1251455.695,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-24063.70722,159.68,159.68,0,-3842492.77,-3842492.77,159.1404,0,-21150246,-21150246,-9027.716492,-9780.710961,-213808.5917,-3842492.77,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,CSFB,USD,-7429.720108,159.68,159.68,0,-1186377.707,-1186377.707,159.1404,0,-21150246,-21150246,-2823.953024,619.3614311,-238875.1139,-1186377.707,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,L,JPM,USD,16493.13264,159.68,159.68,0,2633623.419,2633623.419,157.7092,0,-7436308,-7436308,1059.484673,13329.19487,36496.71152,2633623.419,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-4038.492848,159.68,159.68,0,-644866.538,-644866.538,158.6983,0,-4943770,-4943770,-1544.967772,19735.65487,-150160.808,-644866.538,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,S,GSCO-US,USD,-2429.932283,159.68,159.68,0,-388011.5869,-388011.5869,158.6983,0,-4943770,-4943770,-923.5288251,21655.23947,-298065.8915,-388011.5869,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,L,CSFB,USD,2558.045076,159.68,159.68,0,408468.6377,408468.6377,159.1404,0,-21150246,-21150246,945.3675116,1134.067985,104446.7478,408468.6377,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,L,GSCO-US,USD,829.158277,159.68,159.68,0,132399.9937,132399.9937,158.6983,0,-4943770,-4943770,308.8243231,-2237.403571,130798.4815,132399.9937,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
SPDR S&P 500 ETF Trust,SPY,SPDR S&P 500 ETF TRUST,L,JPM,USD,1551.806384,159.68,159.68,0,247792.4434,247792.4434,157.7092,0,-7436308,-7436308,580.2173971,6850.195568,231370.6966,247792.4434,EQ0727683900060000 US,Equity,78462F103,2840215,US78462F1030,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Indices/ETFs/Custom Baskets,North America,
Tyco International Ltd,TYC,TYCO INTERNATIONAL LTD,L,PERS,USD,195698,32.12,32.12,0,6285819.76,6285819.76,29.6064,0,5793917,5793917,-7827.92,43836.76,505108.7202,6285819.76,EQ0010152000001000 UN,Equity,,B64GC98,CH0100383485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Tyco International Ltd,TYC,TYCO INTERNATIONAL LTD,L,JPM,USD,618126,32.12,32.12,0,19854207.12,19854207.12,27.9856,0,17298668,17298668,-24725.04,147781.333,1795054.124,19854207.12,EQ0010152000001000 UN,Equity,,B64GC98,CH0100383485,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
TFS Financial Corp,TFSL,TFS FINANCIAL CORP,L,GSCO-US,USD,1741822,10.87,10.87,0,18933605.14,18933605.14,9.2464,0,16105625,16105625,121927.54,52621.16,2088218,18933605.14,EQ0000000000635771 US,Equity,87240R107,B1W8J67,US87240R1077,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Financials,North America,Financials
United Technologies Corp,UTX,UNITED TECHNOLOGIES CORP,S,JPM,USD,-3472.314877,91.29,91.29,0,-316987.6251,-316987.6251,73.5088,0,-255076,-255076,1145.863909,7428.759562,-34035.56685,-316987.6251,EQ0010155500001000 UN,Equity,913017109,2915500,US9130171096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
United Technologies Corp,UTX,UNITED TECHNOLOGIES CORP,S,GSCO-US,USD,-13928.28552,91.29,91.29,0,-1271513.185,-1271513.185,88.198,0,-1227628,-1227628,4596.334223,25380.62509,-54477.50016,-1271513.185,EQ0010155500001000 UN,Equity,913017109,2915500,US9130171096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
United Technologies Corp,UTX,UNITED TECHNOLOGIES CORP,L,GSCO-US,USD,9.285524,91.29,91.29,0,847.675486,847.675486,88.198,0,-1227628,-1227628,-3.06422292,-15.13540412,-15.13540412,847.675486,EQ0010155500001000 UN,Equity,913017109,2915500,US9130171096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
United Technologies Corp,UTX,UNITED TECHNOLOGIES CORP,L,JPM,USD,2.314877,91.29,91.29,0,211.3251213,211.3251213,73.5088,0,-255076,-255076,-0.76390941,-3.77324951,-3.77324951,211.3251213,EQ0010155500001000 UN,Equity,913017109,2915500,US9130171096,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNYS,Stock,Industrials,North America,Industrials
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,S,JPM,USD,-33284.57494,41.45,41.45,0,-1379645.631,-1379645.631,41.7349,0,-1382427,-1382427,-334.8580804,123383.6082,-237945.0418,-1379645.631,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,L,JPM,USD,160.574936,41.45,41.45,0,6655.831097,6655.831097,41.7349,0,-1382427,-1382427,3.61808036,-4553.871511,-18639.65789,6655.831097,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,S,GSCO-US,USD,-60182.33792,41.45,41.45,0,-2494557.907,-2494557.907,41.3694,0,-2477698,-2477698,-605.4619052,-10477.1311,-108285.7674,-2494557.907,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,S,PERS,USD,-94349.16981,41.45,41.45,0,-3910773.089,-3910773.089,40.0719,0,-3762518,-3762518,-949.1958881,28831.44033,-315889.9313,-3910773.089,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,L,GSCO-US,USD,290.337924,41.45,41.45,0,12034.50695,12034.50695,41.3694,0,-2477698,-2477698,6.54190524,5869.598121,8939.395952,12034.50695,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
Industrial Select Sector SPDR Fund,XLI,INDUSTRIAL SELECT SECT SPDR,L,PERS,USD,455.16981,41.45,41.45,0,18866.78862,18866.78862,40.0719,0,-3762518,-3762518,10.2558881,-3376.027434,653.1144897,18866.78862,EQ0038317800001000 US,Equity,81369Y704,2502139,US81369Y7040,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,ARCX,Stock,Industrials,North America,
XOP,XOP,SPDR S&P OIL & GAS EXP & PR,S,JPM,USD,-125255.8922,57.37,57.37,0,-7185930.538,-7185930.538,56.532,0,-6970400,-6970400,56308.51084,-153154.5026,-153154.5026,-7185930.538,EQ0000000002554511 ,Equity,78464A730,,US78464A7303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
XOP,XOP,SPDR S&P OIL & GAS EXP & PR,S,GSCO-US,USD,-52415.02724,57.37,57.37,0,-3007050.113,-3007050.113,55.8335,0,-3283013,-3283013,23706.10259,-91051.82268,-91051.82268,-3007050.113,EQ0000000002554511 ,Equity,78464A730,,US78464A7303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
XOP,XOP,SPDR S&P OIL & GAS EXP & PR,S,GSCO-US,USD,-6384.972763,57.37,57.37,0,-366305.8874,-366305.8874,55.8335,0,-3283013,-3283013,1577.897414,3827.209071,3827.209071,-366305.8874,EQ0000000002554511 ,Equity,78464A730,,US78464A7303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
XOP,XOP,SPDR S&P OIL & GAS EXP & PR,S,JPM,USD,1955.892235,57.37,57.37,0,112209.5375,112209.5375,56.532,0,-6970400,-6970400,-133.8108384,-5990.975151,-5990.975151,112209.5375,EQ0000000002554511 ,Equity,78464A730,,US78464A7303,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Energy,North America,
SPDR S&P Retail ETF,XRT,SPDR S&P RETAIL ETF,S,JPM,USD,-975.766084,73.47,73.47,0,-71689.53419,-71689.53419,70.7781,0,-2124264,-2124264,-44.7559128,2550.229931,-20729.14875,-71689.53419,XRT US,Equity,78464A714,B17N7R4,US78464A7147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Consumer Discretionary,North America,
SPDR S&P Retail ETF,XRT,SPDR S&P RETAIL ETF,S,CSFB,USD,-18.173824,73.47,73.47,0,-1335.230849,-1335.230849,64.518,0,-36066,-36066,-0.8335908,2178.534613,-10358.94304,-1335.230849,XRT US,Equity,78464A714,B17N7R4,US78464A7147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Consumer Discretionary,North America,
SPDR S&P Retail ETF,XRT,SPDR S&P RETAIL ETF,S,CSFB,USD,-540.826176,73.47,73.47,0,-39734.49915,-39734.49915,64.518,0,-36066,-36066,-250.7164092,-36762.70128,-257782.2077,-39734.49915,XRT US,Equity,78464A714,B17N7R4,US78464A7147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Consumer Discretionary,North America,
SPDR S&P Retail ETF,XRT,SPDR S&P RETAIL ETF,S,JPM,USD,-29037.23392,73.47,73.47,0,-2133365.576,-2133365.576,70.7781,0,-2124264,-2124264,-13461.09409,-46237.06301,-254777.4967,-2133365.576,XRT US,Equity,78464A714,B17N7R4,US78464A7147,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Stock,Consumer Discretionary,North America,
Yahoo! Inc,YHOO,YAHOO! INC,L,JPM,USD,230954,24.73,24.73,0,5711492.42,5711492.42,15,0,3464310,3464310,69286.2,666578.5703,4670861.915,5711492.42,EQ0018613000001000 US,Equity,984332106,2986539,US9843321061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Yahoo! Inc,YHOO,YAHOO! INC,L,GSCO-US,USD,71490,24.73,24.73,0,1767947.7,1767947.7,19.9457,0,1425921,1425921,21447,85859.49,339882.0474,1767947.7,EQ0018613000001000 US,Equity,984332106,2986539,US9843321061,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,XNGS,Stock,Information Technology,North America,Information Technology
Continental Airlines 2003-ERJ1 Pass Through Trust,210795PL8,UAL 7 7/8 07/02/18,L,CSFB,USD,2980000,108.5,108.5,0,1502617.976,1502617.976,98.2015,0,1440049,1440049,21076.5204,29863.5204,95057.29245,1502617.976,ED2498878,Corp,210795PL8,2251077,US210795PL85,12/10/2003,SemiAnnual,7.875,12/10/2003,7/2/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
SunPower Corp,867652AE9,SPWR 4 1/2 03/15/15,L,GSCO-US,USD,1419000,103.55,103.55,10.78,1469374.5,1469374.5,100.8222,0,1430667,1430667,306.1783,37042.0607,43608.5,1469374.5,867652AD1,Corp,867652AE9,B561W83,US867652AE98,4/1/2010,SemiAnnual,4.5,4/1/2010,3/15/2015,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,Information Technology
Reader's Digest Association Inc/The,755267AJ0,RDAHLD 0 02/15/17,L,JPM,USD,23571000,41,41,0,9664110,9664110,74.3996,0,17536730,17536730,176782.5,530347.5,-528061.51,9664110,EI5746645,Corp,755267AJ0,B3XVV52,US755267AJ06,2/15/2011,Quarterly,9.5,3/15/2011,2/15/2017,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
AGYRP,LNT63,LNT CDS 63,S,JPMI,USD,-9733000,101.10682,101.10682,0,-107726.7906,-107726.7906,0,0,0,0,-16670.3549,-20291.2664,-58453.1101,-9840726.791,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Utilities,North America,
UAL,CALCDS,Continental Airlines CDS 210795pj3,S,JPMI,USD,-1022000,104.50408,104.50408,0,-46031.6976,-46031.6976,-19,0,194180,194180,-6826.6976,-10913.22,-54952.0098,-1068031.698,NULL,NULL,,,,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Industrials,North America,
Affinion Group Inc,00828DAN1,AFFINI 7 7/8 12/15/18,L,PERS,USD,6996000,78.53,78.53,0,5493958.8,5493958.8,79.9134,0,5590743,5590743,56098.8,-9937.1748,55155.3,5493958.8,00828DAN1,Corp,00828DAN1,B4JW6F1,US00828DAN12,6/15/2011,SemiAnnual,7.875,8/23/2011,12/15/2018,NULL,NULL,NULL,NULL,NULL,NOT SPECIFIED,Bond,Consumer Discretionary,North America,
